ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,TrafficLevel,VehicleTypeWeight,Hour,Minute,Month,Date,OccRatio,BasePrice,Alpha,Beta,Gamma,Delta,Epsilon,Price_alpha,Price_beta,Price_gamma,Price_delta,Price_epsilon,PredictedPrice
7591,BHMNCPNST01,485,26.14004753,91.73097233,230,car,low,3,0,2016-12-02,10:28:00,1,1.0,10,28,12,2,0.4742268041237113,5,3.0,0.11,0.05,0.3,0.2,7.11,1.65,-0.25,0.0,1.0,14.51
7592,BHMNCPNST01,485,26.14004753,91.73097233,225,bike,average,4,0,2016-12-02,11:01:00,2,0.5,11,1,12,2,0.4639175257731959,3,1.5,0.13,0.1,0.3,0.1,2.09,1.56,-0.6,0.0,0.15,6.2
7593,BHMNCPNST01,485,26.14004753,91.73097233,226,cycle,average,5,0,2016-12-02,11:28:00,2,0.3,11,28,12,2,0.465979381443299,2,1.5,0.15,0.1,0.3,0.06,1.4,1.5,-0.4,0.0,0.04,4.53
7594,BHMNCPNST01,485,26.14004753,91.73097233,232,car,average,5,0,2016-12-02,11:55:00,2,1.0,11,55,12,2,0.47835051546391755,5,1.5,0.15,0.1,0.3,0.2,3.59,3.75,-1.0,0.0,1.0,12.34
7595,BHMNCPNST01,485,26.14004753,91.73097233,231,truck,high,7,0,2016-12-02,12:28:00,3,1.5,12,28,12,2,0.4762886597938144,10,1.2,0.19,0.15,0.3,0.3,5.72,13.3,-4.5,0.0,4.5,29.02
7596,BHMNCPNST01,485,26.14004753,91.73097233,234,bike,high,7,0,2016-12-02,12:58:00,3,0.5,12,58,12,2,0.4824742268041237,3,1.2,0.19,0.15,0.3,0.1,1.74,3.99,-1.35,0.0,0.15,7.53
7597,BHMNCPNST01,485,26.14004753,91.73097233,236,car,high,6,0,2016-12-02,13:25:00,3,1.0,13,25,12,2,0.4865979381443299,5,1.2,0.17,0.15,0.3,0.2,2.92,5.1,-2.25,0.0,1.0,11.77
7598,BHMNCPNST01,485,26.14004753,91.73097233,243,car,average,5,0,2016-12-02,13:58:00,2,1.0,13,58,12,2,0.5010309278350515,5,1.5,0.15,0.1,0.3,0.2,3.76,3.75,-1.0,0.0,1.0,12.51
7599,BHMNCPNST01,485,26.14004753,91.73097233,241,truck,average,4,0,2016-12-02,14:25:00,2,1.5,14,25,12,2,0.49690721649484537,10,1.5,0.13,0.1,0.3,0.3,7.45,5.2,-2.0,0.0,4.5,25.15
7600,BHMNCPNST01,485,26.14004753,91.73097233,234,car,average,4,0,2016-12-02,14:58:00,2,1.0,14,58,12,2,0.4824742268041237,5,1.5,0.13,0.1,0.3,0.2,3.62,2.6,-1.0,0.0,1.0,11.22
7601,BHMNCPNST01,485,26.14004753,91.73097233,222,car,low,2,0,2016-12-02,15:31:00,1,1.0,15,31,12,2,0.4577319587628866,5,1.8,0.09,0.05,0.3,0.2,4.12,0.9,-0.25,0.0,1.0,10.77
7602,BHMNCPNST01,485,26.14004753,91.73097233,197,car,low,2,0,2016-12-02,15:58:00,1,1.0,15,58,12,2,0.4061855670103093,5,1.8,0.09,0.05,0.3,0.2,3.66,0.9,-0.25,0.0,1.0,10.31
7603,BHMNCPNST01,485,26.14004753,91.73097233,185,truck,low,1,0,2016-12-02,16:32:00,1,1.5,16,32,12,2,0.38144329896907214,10,1.8,0.07,0.05,0.3,0.3,6.87,0.7,-0.5,0.0,4.5,21.57
7604,BHMNCPNST01,485,26.14004753,91.73097233,136,car,low,2,1,2016-12-05,07:56:00,1,1.0,7,56,12,5,0.2804123711340206,5,4.2,0.09,0.05,0.6,0.2,5.89,0.9,-0.25,3.0,1.0,15.54
7605,BHMNCPNST01,485,26.14004753,91.73097233,150,car,low,2,1,2016-12-05,08:29:00,1,1.0,8,29,12,5,0.30927835051546393,5,4.2,0.09,0.05,0.6,0.2,6.49,0.9,-0.25,3.0,1.0,16.14
7606,BHMNCPNST01,485,26.14004753,91.73097233,157,car,low,3,1,2016-12-05,09:02:00,1,1.0,9,2,12,5,0.3237113402061856,5,4.2,0.11,0.05,0.6,0.2,6.8,1.65,-0.25,3.0,1.0,17.2
7607,BHMNCPNST01,485,26.14004753,91.73097233,173,car,low,3,1,2016-12-05,09:29:00,1,1.0,9,29,12,5,0.35670103092783506,5,4.2,0.11,0.05,0.6,0.2,7.49,1.65,-0.25,3.0,1.0,17.89
7608,BHMNCPNST01,485,26.14004753,91.73097233,192,car,low,4,1,2016-12-05,10:03:00,1,1.0,10,3,12,5,0.3958762886597938,5,4.2,0.13,0.05,0.6,0.2,8.31,2.6,-0.25,3.0,1.0,19.66
7609,BHMNCPNST01,485,26.14004753,91.73097233,203,car,low,4,1,2016-12-05,10:29:00,1,1.0,10,29,12,5,0.41855670103092785,5,4.2,0.13,0.05,0.6,0.2,8.79,2.6,-0.25,3.0,1.0,20.14
7610,BHMNCPNST01,485,26.14004753,91.73097233,223,car,average,5,1,2016-12-05,10:56:00,2,1.0,10,56,12,5,0.45979381443298967,5,3.5,0.15,0.1,0.6,0.2,8.05,3.75,-1.0,3.0,1.0,19.8
7611,BHMNCPNST01,485,26.14004753,91.73097233,229,car,average,5,1,2016-12-05,11:29:00,2,1.0,11,29,12,5,0.47216494845360824,5,3.5,0.15,0.1,0.6,0.2,8.26,3.75,-1.0,3.0,1.0,20.01
7612,BHMNCPNST01,485,26.14004753,91.73097233,234,bike,average,6,1,2016-12-05,11:56:00,2,0.5,11,56,12,5,0.4824742268041237,3,3.5,0.17,0.1,0.6,0.1,5.07,3.06,-0.6,1.8,0.15,12.48
7613,BHMNCPNST01,485,26.14004753,91.73097233,241,bike,high,10,1,2016-12-05,12:29:00,3,0.5,12,29,12,5,0.49690721649484537,3,2.8,0.25,0.15,0.6,0.1,4.17,7.5,-1.35,1.8,0.15,15.27
7614,BHMNCPNST01,485,26.14004753,91.73097233,241,car,high,10,1,2016-12-05,13:02:00,3,1.0,13,2,12,5,0.49690721649484537,5,2.8,0.25,0.15,0.6,0.2,6.96,12.5,-2.25,3.0,1.0,26.21
7615,BHMNCPNST01,485,26.14004753,91.73097233,243,car,high,9,1,2016-12-05,13:29:00,3,1.0,13,29,12,5,0.5010309278350515,5,2.8,0.23,0.15,0.6,0.2,7.01,10.35,-2.25,3.0,1.0,24.11
7616,BHMNCPNST01,485,26.14004753,91.73097233,241,bike,average,5,1,2016-12-05,14:02:00,2,0.5,14,2,12,5,0.49690721649484537,3,3.5,0.15,0.1,0.6,0.1,5.22,2.25,-0.6,1.8,0.15,11.82
7617,BHMNCPNST01,485,26.14004753,91.73097233,225,bike,average,6,1,2016-12-05,14:29:00,2,0.5,14,29,12,5,0.4639175257731959,3,3.5,0.17,0.1,0.6,0.1,4.87,3.06,-0.6,1.8,0.15,12.28
7618,BHMNCPNST01,485,26.14004753,91.73097233,222,car,low,3,1,2016-12-05,15:02:00,1,1.0,15,2,12,5,0.4577319587628866,5,4.2,0.11,0.05,0.6,0.2,9.61,1.65,-0.25,3.0,1.0,20.01
7619,BHMNCPNST01,485,26.14004753,91.73097233,211,car,low,3,1,2016-12-05,15:29:00,1,1.0,15,29,12,5,0.4350515463917526,5,4.2,0.11,0.05,0.6,0.2,9.14,1.65,-0.25,3.0,1.0,19.54
7620,BHMNCPNST01,485,26.14004753,91.73097233,202,bike,low,2,1,2016-12-05,16:02:00,1,0.5,16,2,12,5,0.41649484536082476,3,4.2,0.09,0.05,0.6,0.1,5.25,0.54,-0.15,1.8,0.15,10.59
7621,BHMNCPNST01,485,26.14004753,91.73097233,185,car,low,2,1,2016-12-05,16:29:00,1,1.0,16,29,12,5,0.38144329896907214,5,4.2,0.09,0.05,0.6,0.2,8.01,0.9,-0.25,3.0,1.0,17.66
7622,BHMNCPNST01,485,26.14004753,91.73097233,157,car,low,1,0,2016-12-06,07:56:00,1,1.0,7,56,12,6,0.3237113402061856,5,3.0,0.07,0.05,0.3,0.2,4.86,0.35,-0.25,0.0,1.0,10.96
7623,BHMNCPNST01,485,26.14004753,91.73097233,168,cycle,low,1,0,2016-12-06,08:29:00,1,0.3,8,29,12,6,0.3463917525773196,2,3.0,0.07,0.05,0.3,0.06,2.08,0.14,-0.1,0.0,0.04,4.15
7624,BHMNCPNST01,485,26.14004753,91.73097233,184,car,low,3,0,2016-12-06,08:56:00,1,1.0,8,56,12,6,0.37938144329896906,5,3.0,0.11,0.05,0.3,0.2,5.69,1.65,-0.25,0.0,1.0,13.09
7625,BHMNCPNST01,485,26.14004753,91.73097233,206,car,low,2,0,2016-12-06,09:29:00,1,1.0,9,29,12,6,0.4247422680412371,5,3.0,0.09,0.05,0.3,0.2,6.37,0.9,-0.25,0.0,1.0,13.02
7626,BHMNCPNST01,485,26.14004753,91.73097233,237,car,low,3,0,2016-12-06,10:02:00,1,1.0,10,2,12,6,0.488659793814433,5,3.0,0.11,0.05,0.3,0.2,7.33,1.65,-0.25,0.0,1.0,14.73
7627,BHMNCPNST01,485,26.14004753,91.73097233,253,car,low,3,0,2016-12-06,10:29:00,1,1.0,10,29,12,6,0.5216494845360825,5,3.0,0.11,0.05,0.3,0.2,7.82,1.65,-0.25,0.0,1.0,15.22
7628,BHMNCPNST01,485,26.14004753,91.73097233,264,truck,average,4,0,2016-12-06,11:02:00,2,1.5,11,2,12,6,0.5443298969072164,10,1.5,0.13,0.1,0.3,0.3,8.16,5.2,-2.0,0.0,4.5,25.86
7629,BHMNCPNST01,485,26.14004753,91.73097233,275,bike,average,5,0,2016-12-06,11:29:00,2,0.5,11,29,12,6,0.5670103092783505,3,1.5,0.15,0.1,0.3,0.1,2.55,2.25,-0.6,0.0,0.15,7.35
7630,BHMNCPNST01,485,26.14004753,91.73097233,282,car,average,5,0,2016-12-06,11:56:00,2,1.0,11,56,12,6,0.5814432989690722,5,1.5,0.15,0.1,0.3,0.2,4.36,3.75,-1.0,0.0,1.0,13.11
7631,BHMNCPNST01,485,26.14004753,91.73097233,289,car,high,7,0,2016-12-06,12:29:00,3,1.0,12,29,12,6,0.5958762886597938,5,1.2,0.19,0.15,0.3,0.2,3.58,6.65,-2.25,0.0,1.0,13.98
7632,BHMNCPNST01,485,26.14004753,91.73097233,290,bike,high,8,0,2016-12-06,12:56:00,3,0.5,12,56,12,6,0.5979381443298969,3,1.2,0.21,0.15,0.3,0.1,2.15,5.04,-1.35,0.0,0.15,8.99
7633,BHMNCPNST01,485,26.14004753,91.73097233,296,car,high,7,0,2016-12-06,13:29:00,3,1.0,13,29,12,6,0.6103092783505155,5,1.2,0.19,0.15,0.3,0.2,3.66,6.65,-2.25,0.0,1.0,14.06
7634,BHMNCPNST01,485,26.14004753,91.73097233,301,car,high,6,0,2016-12-06,14:02:00,3,1.0,14,2,12,6,0.6206185567010309,5,1.2,0.17,0.15,0.3,0.2,3.72,5.1,-2.25,0.0,1.0,12.57
7635,BHMNCPNST01,485,26.14004753,91.73097233,290,car,average,4,0,2016-12-06,14:29:00,2,1.0,14,29,12,6,0.5979381443298969,5,1.5,0.13,0.1,0.3,0.2,4.48,2.6,-1.0,0.0,1.0,12.08
7636,BHMNCPNST01,485,26.14004753,91.73097233,279,bike,average,2,0,2016-12-06,15:02:00,2,0.5,15,2,12,6,0.5752577319587628,3,1.5,0.09,0.1,0.3,0.1,2.59,0.54,-0.6,0.0,0.15,5.68
7637,BHMNCPNST01,485,26.14004753,91.73097233,261,bike,low,2,0,2016-12-06,15:29:00,1,0.5,15,29,12,6,0.5381443298969072,3,1.8,0.09,0.05,0.3,0.1,2.91,0.54,-0.15,0.0,0.15,6.45
7638,BHMNCPNST01,485,26.14004753,91.73097233,238,car,low,3,0,2016-12-06,15:56:00,1,1.0,15,56,12,6,0.49072164948453606,5,1.8,0.11,0.05,0.3,0.2,4.42,1.65,-0.25,0.0,1.0,11.82
7639,BHMNCPNST01,485,26.14004753,91.73097233,207,car,low,1,0,2016-12-06,16:29:00,1,1.0,16,29,12,6,0.4268041237113402,5,1.8,0.07,0.05,0.3,0.2,3.84,0.35,-0.25,0.0,1.0,9.94
7640,BHMNCPNST01,485,26.14004753,91.73097233,162,car,low,1,0,2016-12-07,07:59:00,1,1.0,7,59,12,7,0.334020618556701,5,3.0,0.07,0.05,0.3,0.2,5.01,0.35,-0.25,0.0,1.0,11.11
7641,BHMNCPNST01,485,26.14004753,91.73097233,172,car,low,2,0,2016-12-07,08:26:00,1,1.0,8,26,12,7,0.354639175257732,5,3.0,0.09,0.05,0.3,0.2,5.32,0.9,-0.25,0.0,1.0,11.97
7642,BHMNCPNST01,485,26.14004753,91.73097233,186,car,average,2,0,2016-12-07,08:52:00,2,1.0,8,52,12,7,0.3835051546391753,5,2.5,0.09,0.1,0.3,0.2,4.79,0.9,-1.0,0.0,1.0,10.69
7643,BHMNCPNST01,485,26.14004753,91.73097233,205,car,low,2,0,2016-12-07,09:26:00,1,1.0,9,26,12,7,0.422680412371134,5,3.0,0.09,0.05,0.3,0.2,6.34,0.9,-0.25,0.0,1.0,12.99
7644,BHMNCPNST01,485,26.14004753,91.73097233,225,cycle,low,2,0,2016-12-07,09:59:00,1,0.3,9,59,12,7,0.4639175257731959,2,3.0,0.09,0.05,0.3,0.06,2.78,0.36,-0.1,0.0,0.04,5.08
7645,BHMNCPNST01,485,26.14004753,91.73097233,241,car,low,3,0,2016-12-07,10:26:00,1,1.0,10,26,12,7,0.49690721649484537,5,3.0,0.11,0.05,0.3,0.2,7.45,1.65,-0.25,0.0,1.0,14.85
7646,BHMNCPNST01,485,26.14004753,91.73097233,273,car,average,3,0,2016-12-07,10:59:00,2,1.0,10,59,12,7,0.5628865979381443,5,2.5,0.11,0.1,0.3,0.2,7.04,1.65,-1.0,0.0,1.0,13.69
7647,BHMNCPNST01,485,26.14004753,91.73097233,284,car,average,5,0,2016-12-07,11:19:00,2,1.0,11,19,12,7,0.5855670103092784,5,1.5,0.15,0.1,0.3,0.2,4.39,3.75,-1.0,0.0,1.0,13.14
7648,BHMNCPNST01,485,26.14004753,91.73097233,298,car,average,5,0,2016-12-07,11:59:00,2,1.0,11,59,12,7,0.6144329896907217,5,1.5,0.15,0.1,0.3,0.2,4.61,3.75,-1.0,0.0,1.0,13.36
7649,BHMNCPNST01,485,26.14004753,91.73097233,306,car,high,7,0,2016-12-07,12:19:00,3,1.0,12,19,12,7,0.6309278350515464,5,1.2,0.19,0.15,0.3,0.2,3.79,6.65,-2.25,0.0,1.0,14.19
7650,BHMNCPNST01,485,26.14004753,91.73097233,320,car,high,8,0,2016-12-07,12:59:00,3,1.0,12,59,12,7,0.6597938144329897,5,1.2,0.21,0.15,0.3,0.2,3.96,8.4,-2.25,0.0,1.0,16.11
7651,BHMNCPNST01,485,26.14004753,91.73097233,333,truck,high,7,0,2016-12-07,13:26:00,3,1.5,13,26,12,7,0.6865979381443299,10,1.2,0.19,0.15,0.3,0.3,8.24,13.3,-4.5,0.0,4.5,31.54
7652,BHMNCPNST01,485,26.14004753,91.73097233,342,bike,average,5,0,2016-12-07,13:59:00,2,0.5,13,59,12,7,0.7051546391752578,3,1.5,0.15,0.1,0.3,0.1,3.17,2.25,-0.6,0.0,0.15,7.97
7653,BHMNCPNST01,485,26.14004753,91.73097233,345,bike,average,4,0,2016-12-07,14:26:00,2,0.5,14,26,12,7,0.711340206185567,3,1.5,0.13,0.1,0.3,0.1,3.2,1.56,-0.6,0.0,0.15,7.31
7654,BHMNCPNST01,485,26.14004753,91.73097233,329,bike,high,6,0,2016-12-07,14:59:00,3,0.5,14,59,12,7,0.6783505154639176,3,1.2,0.17,0.15,0.3,0.1,2.44,3.06,-1.35,0.0,0.15,7.3
7655,BHMNCPNST01,485,26.14004753,91.73097233,318,cycle,average,3,0,2016-12-07,15:32:00,2,0.3,15,32,12,7,0.6556701030927835,2,1.5,0.11,0.1,0.3,0.06,1.97,0.66,-0.4,0.0,0.04,4.26
7656,BHMNCPNST01,485,26.14004753,91.73097233,307,bike,average,3,0,2016-12-07,15:59:00,2,0.5,15,59,12,7,0.6329896907216495,3,1.5,0.11,0.1,0.3,0.1,2.85,0.99,-0.6,0.0,0.15,6.39
7657,BHMNCPNST01,485,26.14004753,91.73097233,286,cycle,low,1,0,2016-12-07,16:32:00,1,0.3,16,32,12,7,0.5896907216494846,2,1.8,0.07,0.05,0.3,0.06,2.12,0.14,-0.1,0.0,0.04,4.2
7658,BHMNCPNST01,485,26.14004753,91.73097233,179,car,average,2,0,2016-12-08,07:59:00,2,1.0,7,59,12,8,0.36907216494845363,5,2.5,0.09,0.1,0.3,0.2,4.61,0.9,-1.0,0.0,1.0,10.51
7659,BHMNCPNST01,485,26.14004753,91.73097233,188,cycle,low,1,0,2016-12-08,08:26:00,1,0.3,8,26,12,8,0.38762886597938145,2,3.0,0.07,0.05,0.3,0.06,2.33,0.14,-0.1,0.0,0.04,4.4
7660,BHMNCPNST01,485,26.14004753,91.73097233,202,truck,low,2,0,2016-12-08,08:59:00,1,1.5,8,59,12,8,0.41649484536082476,10,3.0,0.09,0.05,0.3,0.3,12.49,1.8,-0.5,0.0,4.5,28.29
7661,BHMNCPNST01,485,26.14004753,91.73097233,229,car,low,2,0,2016-12-08,09:26:00,1,1.0,9,26,12,8,0.47216494845360824,5,3.0,0.09,0.05,0.3,0.2,7.08,0.9,-0.25,0.0,1.0,13.73
7662,BHMNCPNST01,485,26.14004753,91.73097233,278,car,low,2,0,2016-12-08,09:59:00,1,1.0,9,59,12,8,0.5731958762886598,5,3.0,0.09,0.05,0.3,0.2,8.6,0.9,-0.25,0.0,1.0,15.25
7663,BHMNCPNST01,485,26.14004753,91.73097233,312,car,average,4,0,2016-12-08,10:32:00,2,1.0,10,32,12,8,0.643298969072165,5,2.5,0.13,0.1,0.3,0.2,8.04,2.6,-1.0,0.0,1.0,15.64
7664,BHMNCPNST01,485,26.14004753,91.73097233,326,truck,average,4,0,2016-12-08,10:59:00,2,1.5,10,59,12,8,0.6721649484536083,10,2.5,0.13,0.1,0.3,0.3,16.8,5.2,-2.0,0.0,4.5,34.5
7665,BHMNCPNST01,485,26.14004753,91.73097233,345,car,average,5,0,2016-12-08,11:32:00,2,1.0,11,32,12,8,0.711340206185567,5,1.5,0.15,0.1,0.3,0.2,5.34,3.75,-1.0,0.0,1.0,14.09
7666,BHMNCPNST01,485,26.14004753,91.73097233,344,car,average,5,0,2016-12-08,11:59:00,2,1.0,11,59,12,8,0.709278350515464,5,1.5,0.15,0.1,0.3,0.2,5.32,3.75,-1.0,0.0,1.0,14.07
7667,BHMNCPNST01,485,26.14004753,91.73097233,347,cycle,high,8,0,2016-12-08,12:25:00,3,0.3,12,25,12,8,0.7154639175257732,2,1.2,0.21,0.15,0.3,0.06,1.72,3.36,-0.9,0.0,0.04,6.21
7668,BHMNCPNST01,485,26.14004753,91.73097233,355,car,average,6,0,2016-12-08,12:59:00,2,1.0,12,59,12,8,0.7319587628865979,5,1.5,0.17,0.1,0.3,0.2,5.49,5.1,-1.0,0.0,1.0,15.59
7669,BHMNCPNST01,485,26.14004753,91.73097233,342,car,high,7,0,2016-12-08,13:25:00,3,1.0,13,25,12,8,0.7051546391752578,5,1.2,0.19,0.15,0.3,0.2,4.23,6.65,-2.25,0.0,1.0,14.63
7670,BHMNCPNST01,485,26.14004753,91.73097233,342,car,high,7,0,2016-12-08,13:59:00,3,1.0,13,59,12,8,0.7051546391752578,5,1.2,0.19,0.15,0.3,0.2,4.23,6.65,-2.25,0.0,1.0,14.63
7671,BHMNCPNST01,485,26.14004753,91.73097233,340,car,average,3,0,2016-12-08,14:26:00,2,1.0,14,26,12,8,0.7010309278350515,5,1.5,0.11,0.1,0.3,0.2,5.26,1.65,-1.0,0.0,1.0,11.91
7672,BHMNCPNST01,485,26.14004753,91.73097233,323,car,average,4,0,2016-12-08,14:59:00,2,1.0,14,59,12,8,0.6659793814432989,5,1.5,0.13,0.1,0.3,0.2,4.99,2.6,-1.0,0.0,1.0,12.59
7673,BHMNCPNST01,485,26.14004753,91.73097233,321,truck,low,2,0,2016-12-08,15:26:00,1,1.5,15,26,12,8,0.6618556701030928,10,1.8,0.09,0.05,0.3,0.3,11.91,1.8,-0.5,0.0,4.5,27.71
7674,BHMNCPNST01,485,26.14004753,91.73097233,292,bike,low,2,0,2016-12-08,15:59:00,1,0.5,15,59,12,8,0.6020618556701031,3,1.8,0.09,0.05,0.3,0.1,3.25,0.54,-0.15,0.0,0.15,6.79
7675,BHMNCPNST01,485,26.14004753,91.73097233,277,car,low,2,0,2016-12-08,16:32:00,1,1.0,16,32,12,8,0.5711340206185567,5,1.8,0.09,0.05,0.3,0.2,5.14,0.9,-0.25,0.0,1.0,11.79
7676,BHMNCPNST01,485,26.14004753,91.73097233,245,truck,low,2,0,2016-12-09,08:02:00,1,1.5,8,2,12,9,0.5051546391752577,10,3.0,0.09,0.05,0.3,0.3,15.15,1.8,-0.5,0.0,4.5,30.95
7677,BHMNCPNST01,485,26.14004753,91.73097233,255,truck,low,1,0,2016-12-09,08:29:00,1,1.5,8,29,12,9,0.5257731958762887,10,3.0,0.07,0.05,0.3,0.3,15.77,0.7,-0.5,0.0,4.5,30.47
7678,BHMNCPNST01,485,26.14004753,91.73097233,258,cycle,low,2,0,2016-12-09,08:55:00,1,0.3,8,55,12,9,0.5319587628865979,2,3.0,0.09,0.05,0.3,0.06,3.19,0.36,-0.1,0.0,0.04,5.49
7679,BHMNCPNST01,485,26.14004753,91.73097233,267,car,low,2,0,2016-12-09,09:29:00,1,1.0,9,29,12,9,0.5505154639175258,5,3.0,0.09,0.05,0.3,0.2,8.26,0.9,-0.25,0.0,1.0,14.91
7680,BHMNCPNST01,485,26.14004753,91.73097233,275,cycle,low,2,0,2016-12-09,09:55:00,1,0.3,9,55,12,9,0.5670103092783505,2,3.0,0.09,0.05,0.3,0.06,3.4,0.36,-0.1,0.0,0.04,5.7
7681,BHMNCPNST01,485,26.14004753,91.73097233,275,car,low,3,0,2016-12-09,10:29:00,1,1.0,10,29,12,9,0.5670103092783505,5,3.0,0.11,0.05,0.3,0.2,8.51,1.65,-0.25,0.0,1.0,15.91
7682,BHMNCPNST01,485,26.14004753,91.73097233,275,car,average,4,0,2016-12-09,10:56:00,2,1.0,10,56,12,9,0.5670103092783505,5,2.5,0.13,0.1,0.3,0.2,7.09,2.6,-1.0,0.0,1.0,14.69
7683,BHMNCPNST01,485,26.14004753,91.73097233,275,car,average,5,0,2016-12-09,11:29:00,2,1.0,11,29,12,9,0.5670103092783505,5,1.5,0.15,0.1,0.3,0.2,4.25,3.75,-1.0,0.0,1.0,13.0
7684,BHMNCPNST01,485,26.14004753,91.73097233,274,truck,high,7,0,2016-12-09,11:56:00,3,1.5,11,56,12,9,0.5649484536082474,10,1.2,0.19,0.15,0.3,0.3,6.78,13.3,-4.5,0.0,4.5,30.08
7685,BHMNCPNST01,485,26.14004753,91.73097233,276,car,high,8,0,2016-12-09,12:29:00,3,1.0,12,29,12,9,0.5690721649484536,5,1.2,0.21,0.15,0.3,0.2,3.41,8.4,-2.25,0.0,1.0,15.56
7686,BHMNCPNST01,485,26.14004753,91.73097233,284,bike,high,7,0,2016-12-09,13:02:00,3,0.5,13,2,12,9,0.5855670103092784,3,1.2,0.19,0.15,0.3,0.1,2.11,3.99,-1.35,0.0,0.15,7.9
7687,BHMNCPNST01,485,26.14004753,91.73097233,287,car,high,7,0,2016-12-09,13:29:00,3,1.0,13,29,12,9,0.5917525773195876,5,1.2,0.19,0.15,0.3,0.2,3.55,6.65,-2.25,0.0,1.0,13.95
7688,BHMNCPNST01,485,26.14004753,91.73097233,278,car,average,4,0,2016-12-09,14:02:00,2,1.0,14,2,12,9,0.5731958762886598,5,1.5,0.13,0.1,0.3,0.2,4.3,2.6,-1.0,0.0,1.0,11.9
7689,BHMNCPNST01,485,26.14004753,91.73097233,265,car,average,4,0,2016-12-09,14:29:00,2,1.0,14,29,12,9,0.5463917525773195,5,1.5,0.13,0.1,0.3,0.2,4.1,2.6,-1.0,0.0,1.0,11.7
7690,BHMNCPNST01,485,26.14004753,91.73097233,261,car,average,4,0,2016-12-09,14:56:00,2,1.0,14,56,12,9,0.5381443298969072,5,1.5,0.13,0.1,0.3,0.2,4.04,2.6,-1.0,0.0,1.0,11.64
7691,BHMNCPNST01,485,26.14004753,91.73097233,249,bike,low,2,0,2016-12-09,15:29:00,1,0.5,15,29,12,9,0.51340206185567,3,1.8,0.09,0.05,0.3,0.1,2.77,0.54,-0.15,0.0,0.15,6.31
7692,BHMNCPNST01,485,26.14004753,91.73097233,245,car,average,3,0,2016-12-09,16:02:00,2,1.0,16,2,12,9,0.5051546391752577,5,1.5,0.11,0.1,0.3,0.2,3.79,1.65,-1.0,0.0,1.0,10.44
7693,BHMNCPNST01,485,26.14004753,91.73097233,231,car,low,2,0,2016-12-09,16:29:00,1,1.0,16,29,12,9,0.4762886597938144,5,1.8,0.09,0.05,0.3,0.2,4.29,0.9,-0.25,0.0,1.0,10.94
7694,BHMNCPNST01,485,26.14004753,91.73097233,212,car,low,2,0,2016-12-10,07:45:00,1,1.0,7,45,12,10,0.43711340206185567,5,3.0,0.09,0.05,0.3,0.2,6.56,0.9,-0.25,0.0,1.0,13.21
7695,BHMNCPNST01,485,26.14004753,91.73097233,212,truck,low,2,0,2016-12-10,08:12:00,1,1.5,8,12,12,10,0.43711340206185567,10,3.0,0.09,0.05,0.3,0.3,13.11,1.8,-0.5,0.0,4.5,28.91
7696,BHMNCPNST01,485,26.14004753,91.73097233,215,car,low,2,0,2016-12-10,09:02:00,1,1.0,9,2,12,10,0.44329896907216493,5,3.0,0.09,0.05,0.3,0.2,6.65,0.9,-0.25,0.0,1.0,13.3
7697,BHMNCPNST01,485,26.14004753,91.73097233,213,car,low,2,0,2016-12-10,09:29:00,1,1.0,9,29,12,10,0.43917525773195876,5,3.0,0.09,0.05,0.3,0.2,6.59,0.9,-0.25,0.0,1.0,13.24
7698,BHMNCPNST01,485,26.14004753,91.73097233,215,car,low,2,0,2016-12-10,09:55:00,1,1.0,9,55,12,10,0.44329896907216493,5,3.0,0.09,0.05,0.3,0.2,6.65,0.9,-0.25,0.0,1.0,13.3
7699,BHMNCPNST01,485,26.14004753,91.73097233,215,truck,low,3,0,2016-12-10,10:29:00,1,1.5,10,29,12,10,0.44329896907216493,10,3.0,0.11,0.05,0.3,0.3,13.3,3.3,-0.5,0.0,4.5,30.6
7700,BHMNCPNST01,485,26.14004753,91.73097233,213,car,average,5,0,2016-12-10,11:02:00,2,1.0,11,2,12,10,0.43917525773195876,5,1.5,0.15,0.1,0.3,0.2,3.29,3.75,-1.0,0.0,1.0,12.04
7701,BHMNCPNST01,485,26.14004753,91.73097233,223,truck,average,4,0,2016-12-10,11:29:00,2,1.5,11,29,12,10,0.45979381443298967,10,1.5,0.13,0.1,0.3,0.3,6.9,5.2,-2.0,0.0,4.5,24.6
7702,BHMNCPNST01,485,26.14004753,91.73097233,241,cycle,high,7,0,2016-12-10,12:02:00,3,0.3,12,2,12,10,0.49690721649484537,2,1.2,0.19,0.15,0.3,0.06,1.19,2.66,-0.9,0.0,0.04,4.99
7703,BHMNCPNST01,485,26.14004753,91.73097233,269,cycle,high,8,0,2016-12-10,12:29:00,3,0.3,12,29,12,10,0.554639175257732,2,1.2,0.21,0.15,0.3,0.06,1.33,3.36,-0.9,0.0,0.04,5.83
7704,BHMNCPNST01,485,26.14004753,91.73097233,294,bike,high,7,0,2016-12-10,12:55:00,3,0.5,12,55,12,10,0.6061855670103092,3,1.2,0.19,0.15,0.3,0.1,2.18,3.99,-1.35,0.0,0.15,7.97
